filtered_text,Label,text_length,presence_of_digit
sary just need tim in the bollox and it hurt him a lot so he tol me,0,17,0
happy new year princess,0,4,0
i will text carlos and let you know hang on,0,10,0
do not worry is easy once have ingredients,0,8,0
i love u 2 my little pocy bell i am sorry but i love u,0,15,1
ok omw now you at castor,0,6,0
yar lor keep raining non stop or u wan 2 go elsewhere,0,12,1
xmas offer latest motorola sonyericsson and nokia and free bluetooth or dvd double mins and 1000 txt on orange call mobileupd8 on 08000839402 or call2optout 4qf2,1,26,6
what u mean u almost done done wif sleeping but i tot u going to take a nap yup i send her liao so ii am picking her up at ard 4 smth lor,0,34,1
7 wonders in my world 7th you 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms and 1st lovely good morning dear,0,28,8
tonight yeah i would be down for that,0,8,0
what should i eat fo lunch senor,0,7,0
he said that he had a right giggle when he saw u again you would possibly be the first person2die from nvq but think how much you could for,0,29,1
no break time one how i come out n get my stuff fr,0,13,0
reply to win weekly what professional sport does tiger woods play send stop to 87239 to end service,1,18,1
ii am there and i can see you but you see me maybe you should reboot ym i seen the buzz,0,21,0
do you still have the grinder,0,6,0
no 1 polyphonic tone 4 ur mob every week just txt pt2 to 87575 1st tone free so get txtin now and tell ur friends 150p tone 16 reply hl 4info,1,31,8
love is not a decision a feeling if we could decide who to love then life would be much simpler but then less magical,0,24,0
hot live fantasies call now 08707509020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 is a national rate call,1,24,6
k i see you k where are you now,0,9,0
so ii am doing a list of buyers,0,8,0
no idea i guess we will work that out an hour after supposed to leave since as usual nobody has any interest in figuring shit out before the last second,0,30,0
mm not entirely sure i understood that text but hey ho which weekend,0,13,0
they released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear,0,21,0
don know he is watching film in computer,0,8,0
no b4 thursday,0,3,1
oh then your phone phoned me but it disconnected,0,9,0
id onluy matters when getting on from offcampus,0,8,0
this message is free welcome to the new and improved sex and dogging club to unsubscribe from this service reply stop msgs 150p 18 only,1,25,2
excellent i will see what plans are,0,7,0
i will see in half an hour,0,7,0
won tkts to the euro2004 cup final or cash to collect call 09058099801 b4190604 pobox 7876150ppm,1,16,4
ew are you one of them,0,6,0
also hi wesley you been,0,5,0
ah you see you have to be in the lingo i will let you know wot on earth it is when has finished making it,0,25,0
loan for any purpose 000 homeowners tenants welcome have you been previously refused we can still help call free 0800 1956669 or text back,1,24,3
update now 12mths half price orange line rental 400mins call mobileupd8 on 08000839402 or call2optout j5q,1,16,6
imagine life without me see how fast u are searching me do not worry li am always there to disturb u goodnoon,0,22,0
hm good morning headache anyone,0,5,0
yeah no probs last night is obviously catching up with you speak soon,0,13,0
free unlimited hardcore porn direct 2 your mobile txt porn to 69200 and get free access for 24 hrs then chrgd 50p per day txt stop 2exit this msg is free,1,31,5
i might go 2 sch yar at e salon now v boring,0,12,1
and lt and gt mins but i had to stop somewhere first,0,12,0
and lt and gt is fast approaching so wish u a very happy new year happy sankranti happy republic day happy valentines day happy shivratri happy ugadi happy fools day happy may day happy independence day happy friendship mother father teachers childrens day and amp happy birthday 4 u happy ganesh festival happy dasara happy diwali happy christmas and lt and gt good mornings afternoons evenings nights rememberi am the first to wishing u all these raj,0,77,1
one of the joys in lifeis waking up each daywith thoughts that somewheresomeone cares enough tosend a warm morning greeting,0,20,0
i get the second half of that message,0,8,0
wat time do u wan 2 meet me later,0,9,1
i thank you so much for all you do with selflessness i love you plenty,0,15,0
am in film ill call you later,0,7,0
how dare you change my ring,0,6,0
you are a very very very very bad girl or lady,0,11,0
i love ya too but try and budget your money better babe gary would freak on me if he knew,0,20,0
what part of not do not you understand,0,8,0
i finished my lunch already u wake up already,0,9,0
you still at the game,0,5,0
you have got tallent but you are wasting,0,8,0
what is your record for one night,0,7,0
also sir i sent you an email about how to log into the usc payment portal i ll send you another message that should explain how things are back home have a great weekend,0,34,0
gonna let me know cos comes bak from holiday that day is coming do not4get2text me number,0,17,2
jokin only lar depends on which phone my father can get lor,0,12,0
aight lemme know up,0,4,0
get ready for and lt and gt inches of pleasure,0,10,0
raji pls do me a favour pls convey my birthday wishes to nimya pls today is her birthday,0,18,0
ok i feel like john lennon,0,6,0
cos darren say considering mah so i ask,0,8,0
you are not bothering me but you have to trust my answers pls,0,13,0
wishing you and your family merry mas and happy new year in advance,0,13,0
one day a crab was running on the sea shore the waves came n cleared the footprints of the crab crab asked being my frnd y r u clearing my beautiful footprints waves replied a fox was following ur footprints to catch you thats y i cleared it off frndsship never lets u dwn gud nyt,0,56,0
aight what time you want me to come up,0,9,0
slaaaaave where are you must i summon you to me all the time now do not you wish to come to me on your own anymore,0,26,0
your bill at 3 is 65 so thats not bad,0,10,2
let me know how it changes in the next 6hrs it can even be appendix but you are out of that age range however its not impossible so just chill and let me know in 6hrs,0,36,2
hello yeah just got out of the bath and need to do my hair so i will come up when ii am done yeah,0,24,0
so the weather over there,0,5,0
ok not much to do here though h and m friday cant wait dunno wot the hell im gonna do for another 3 weeks become a oh wait already done that,0,31,1
die now i have e toot fringe again,0,8,0
lol they do not know about my awesome phone i could click delete right now if i want,0,18,0
ok,0,1,0
awesome question with a cute answer someone asked a boy is ur life he smiled and amp answered she is fine gudnite,0,22,0
please leave this topic sorry for telling that,0,8,0
pls send me the correct name da,0,7,0
what happened to our yo date,0,6,0
eastenders tv quiz what flower does dot compare herself to d violet e tulip f lily txt d e or f to 84025 now 4 chance 2 win cash wkent 150p16,1,31,5
webpage s not available,0,4,0
just woke up yeesh its late but i fall asleep til and lt and gt am,0,16,0
you are now unsubscribed all services get tons of sexy babes or hunks straight to your phone go to http gotbabes co uk no subscriptions,1,25,0
dear all as we know and lt and gt th is the and lt and gt th birthday of our loving gopalettan we are planning to give a small gift on that day those who like to participate in that you are welcome please contact our admin team for more details,0,51,0
k k from tomorrow onwards started ah,0,7,0
what u talking bout early morning almost noon where your at,0,11,0
fine do you remember me,0,5,0
hi babe its jordan how r u im home from abroad and lonely text me back if u wanna chat xxsp visionsms com text stop to stopcost 150p 08712400603,1,29,2
ok how many should i buy,0,6,0
sounds good keep me posted,0,5,0
get a brand new mobile phone by being an agent of the mob plus loads more goodies for more info just text mat to 87021,1,25,1
ok so april cant wait,0,5,0
boy you best get yo ass out here quick,0,9,0
ay wana meet on sat wkg on sat,0,8,0
ii am now but have to wait till 2 for the bus to pick me,0,15,1
apart from the one i told you about yesterday,0,9,0
ok lor but buy wat,0,5,0
somebody should go to andros and steal ice,0,8,0
don know i msg him recently,0,6,0
take us out shopping and mark will distract isaiah d,0,10,0
mum hope you are having a great day hoping this text meets you well and full of life have a great day abiola,0,23,0
there is no sense in my foot and penis,0,9,0
okay but i thought you were the expert,0,8,0
deep sigh i miss you i am really surprised you gone to the net cafe yet to get to me do not you miss me,0,25,0
s s i thinl role is like sachin just standing others have to hit,0,14,0
have a great trip to india and bring the light to everyone not just with the project but with everyone that is lucky to see you smile bye abiola,0,29,0
and very importantly all we discuss is between u and i only,0,12,0
k k how about your training process,0,7,0
ok lor i ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat,0,22,4
in da car park,0,4,0
i wish that i was with you holding you tightly making you see how important you are how much you mean to me how much i need you in my life,0,31,0
so i asked anthony dad and your bf,0,8,0
i wana fal in luv vth my books my bed fals in luv vth me yen madodu nav pretsorginta nammanna pretsovru important alwa gud,0,24,0
what sunday is holiday so no work,0,7,0
am going to take bath ill place the key in window,0,11,0
lord of the rings return of the king in store now reply lotr by 2 june 4 chance 2 win lotr soundtrack cds stdtxtrate reply stop to end txts,1,29,3
dear take care i am just reaching home love u a lot,0,12,0
staff science nus edu sg phyhcmk teaching pc1323,0,8,1
